"index","eventid","venueid","catid","dateid","eventname","starttime"
"6800","4055","72","9","2023","Queensryche","2008-07-16T20:00:00.000"
"6801","6041","125","9","2023","Keith Sweat","2008-07-16T15:00:00.000"
"6802","6133","75","9","2023","Vicente Fernandez","2008-07-16T19:30:00.000"
"6803","4080","67","9","2024","King Crimson","2008-07-17T20:00:00.000"
"6804","810","206","6","2025","Kiss Me Kate","2008-07-18T19:30:00.000"
"6805","1139","200","6","2025","Gypsy","2008-07-18T14:30:00.000"
"6806","1396","211","6","2025","Seven Brides for Seven Brothers","2008-07-18T14:00:00.000"
"6807","1409","226","6","2025","High Society","2008-07-18T19:30:00.000"
"6808","8204","128","9","2025","Natalie Cole","2008-07-18T14:00:00.000"
"6809","8448","16","9","2025","George Thorogood","2008-07-18T19:30:00.000"
"6810","8532","30","9","2025","Ray Davies","2008-07-18T19:30:00.000"
"6811","387","305","8","2025","Cavalleria Rusticana and Pagliacci","2008-07-18T14:30:00.000"
"6812","1036","218","6","2025","Gypsy","2008-07-18T20:00:00.000"
"6813","4578","47","9","2025","Cake","2008-07-18T19:30:00.000"
"6814","8765","83","9","2025","Bloc Party","2008-07-18T19:30:00.000"
"6815","3522","215","7","2025","Macbeth","2008-07-18T19:00:00.000"
"6816","2466","233","7","2026","The Bacchae","2008-07-19T14:00:00.000"
"6817","7390","31","9","2026","Guitars and Saxes","2008-07-19T14:00:00.000"
"6818","3744","219","7","2026","A Streetcar Named Desire","2008-07-19T19:00:00.000"
"6819","1321","205","6","2026","Chicago","2008-07-19T19:00:00.000"
"6820","6618","115","9","2026","Hootie and the Blowfish","2008-07-19T15:00:00.000"
"6821","7972","92","9","2026","Lollapalooza","2008-07-19T19:30:00.000"
"6822","63","301","8","2027","The Fly","2008-07-20T19:00:00.000"
"6823","573","212","6","2027","High School Musical","2008-07-20T14:00:00.000"
"6824","1394","220","6","2027","State Fair","2008-07-20T20:00:00.000"
"6825","1896","202","7","2027","Hedda Gabler","2008-07-20T15:00:00.000"
"6826","1974","216","7","2027","The Seagull","2008-07-20T15:00:00.000"
"6827","3731","224","7","2027","Uncle Vanya","2008-07-20T15:00:00.000"
"6828","4095","97","9","2027","Earth Wind and Fire","2008-07-20T20:00:00.000"
"6829","6209","119","9","2027","Rush","2008-07-20T19:00:00.000"
"6830","66","303","8","2027","La Damnation de Faust","2008-07-20T15:00:00.000"
"6831","647","237","6","2027","State Fair","2008-07-20T15:00:00.000"
"6832","3167","210","7","2027","Spring Awakening","2008-07-20T14:00:00.000"
"6833","4539","94","9","2027","Montgomery Gentry","2008-07-20T19:30:00.000"
"6834","4601","64","9","2027","Keith Sweat","2008-07-20T14:30:00.000"
"6835","4697","114","9","2027","The Who","2008-07-20T14:30:00.000"
"6836","8439","32","9","2027","Great Big Sea","2008-07-20T14:00:00.000"
"6837","8760","10","9","2027","Gary Allan","2008-07-20T19:00:00.000"
"6838","2050","211","7","2027","Iphigenia","2008-07-20T14:30:00.000"
"6839","2629","221","7","2027","A Bronx Tale","2008-07-20T19:00:00.000"
"6840","2767","247","7","2027","Uncle Vanya","2008-07-20T14:30:00.000"
"6841","3113","221","7","2027","Thurgood","2008-07-20T19:30:00.000"
"6842","4235","9","9","2028","Kansas","2008-07-21T19:30:00.000"
"6843","4945","84","9","2028","Garth Brooks","2008-07-21T19:00:00.000"
"6844","7901","75","9","2028","Flogging Molly","2008-07-21T19:30:00.000"
"6845","414","306","8","2028","Adriana Lecouvreur","2008-07-21T19:00:00.000"
"6846","1888","206","7","2028","A Bronx Tale","2008-07-21T19:30:00.000"
"6847","2283","210","7","2028","Macbeth","2008-07-21T19:30:00.000"
"6848","4122","54","9","2028","Keb Mo","2008-07-21T19:00:00.000"
"6849","4152","8","9","2028","John Hiatt","2008-07-21T20:00:00.000"
"6850","5967","38","9","2028","Vicente Fernandez","2008-07-21T15:00:00.000"
"6851","6923","72","9","2028","Foo Fighters","2008-07-21T15:00:00.000"
"6852","196","302","8","2028","Lucia di Lammermoor","2008-07-21T19:00:00.000"
"6853","7194","39","9","2028","Foghat","2008-07-21T19:00:00.000"
"6854","3492","234","7","2029","Hedda Gabler","2008-07-22T14:00:00.000"
"6855","6338","32","9","2029","Steely Dan","2008-07-22T19:30:00.000"
"6856","756","248","6","2029","Mamma Mia!","2008-07-22T14:00:00.000"
"6857","1035","228","6","2029","Seven Brides for Seven Brothers","2008-07-22T19:30:00.000"
"6858","3775","207","7","2029","The Tempest","2008-07-22T15:00:00.000"
"6859","4074","49","9","2029","Poison","2008-07-22T19:30:00.000"
"6860","7395","34","9","2029","K.D. Lang","2008-07-22T19:00:00.000"
"6861","8202","126","9","2029","Iron and Wine","2008-07-22T19:30:00.000"
"6862","1500","229","6","2029","The Phantom of the Opera","2008-07-22T14:30:00.000"
"6863","1502","253","6","2030","Blue Man Group","2008-07-23T15:00:00.000"
"6864","1688","259","6","2030","Spamalot","2008-07-23T19:00:00.000"
"6865","1754","259","6","2030","Zumanity","2008-07-23T19:30:00.000"
"6866","4237","37","9","2030","Flogging Molly","2008-07-23T19:30:00.000"
"6867","5861","71","9","2030","Gavin DeGraw","2008-07-23T15:00:00.000"
"6868","5893","115","9","2030","Dave Koz","2008-07-23T19:30:00.000"
"6869","8334","8","9","2030","Tailgate 2008","2008-07-23T19:00:00.000"
"6870","2329","249","7","2030","A Midsummer Night's Dream","2008-07-23T19:00:00.000"
"6871","2968","246","7","2030","Endgame","2008-07-23T14:30:00.000"
"6872","4304","29","9","2030","Sheryl Crow","2008-07-23T20:00:00.000"
"6873","5225","21","9","2030","Journey","2008-07-23T14:00:00.000"
"6874","6735","124","9","2030","Hot Tuna","2008-07-23T19:30:00.000"
"6875","709","229","6","2030","Seven Brides for Seven Brothers","2008-07-23T15:00:00.000"
"6876","2175","242","7","2030","The Glass Menagerie","2008-07-23T19:30:00.000"
"6877","2592","216","7","2030","The Caretaker","2008-07-23T14:30:00.000"
"6878","3311","228","7","2030","Glengarry Glen Ross","2008-07-23T19:00:00.000"
"6879","6958","116","9","2030","Fleet Foxes","2008-07-23T15:00:00.000"
"6880","7480","127","9","2030","Mike Gordon","2008-07-23T19:30:00.000"
"6881","8030","27","9","2030","Ted Nugent","2008-07-23T19:00:00.000"
"6882","2599","230","7","2031","Oedipus the King","2008-07-24T15:00:00.000"
"6883","4030","94","9","2031","The Roots","2008-07-24T14:30:00.000"
"6884","5923","77","9","2031","Wynonna","2008-07-24T19:30:00.000"
"6885","6559","61","9","2031","Teen Choice Awards","2008-07-24T15:00:00.000"
"6886","8062","76","9","2031","Little Big Town","2008-07-24T14:00:00.000"
"6887","205","306","8","2031","Lucia di Lammermoor","2008-07-24T14:00:00.000"
"6888","2936","211","7","2031","Romeo and Juliet","2008-07-24T20:00:00.000"
"6889","3670","209","7","2031","The Seafarer","2008-07-24T19:00:00.000"
"6890","8424","127","9","2031","Kenny Chesney","2008-07-24T14:00:00.000"
"6891","2174","232","7","2031","Miss Julie","2008-07-24T14:30:00.000"
"6892","6856","50","9","2031","Bette Midler","2008-07-24T14:00:00.000"
"6893","7397","8","9","2031","Coldplay","2008-07-24T19:00:00.000"
"6894","981","229","6","2032","Jersey Boys","2008-07-25T14:00:00.000"
"6895","1667","250","6","2032","Blue Man Group","2008-07-25T19:00:00.000"
"6896","3146","240","7","2032","Glengarry Glen Ross","2008-07-25T19:30:00.000"
"6897","3608","226","7","2032","November","2008-07-25T14:30:00.000"
"6898","4230","1","9","2032","Mike Gordon","2008-07-25T19:00:00.000"
"6899","4459","84","9","2032","Cher","2008-07-25T19:00:00.000"
"6900","7864","124","9","2032","Tom Jones","2008-07-25T15:00:00.000"
"6901","67","301","8","2032","Rusalka","2008-07-25T19:30:00.000"
"6902","2702","200","7","2032","The 39 Steps","2008-07-25T19:00:00.000"
"6903","5296","72","9","2032","John Hiatt","2008-07-25T19:00:00.000"
"6904","6156","65","9","2032","Cowboy Junkies","2008-07-25T15:00:00.000"
"6905","7856","116","9","2032","The Police","2008-07-25T19:30:00.000"
"6906","5859","49","9","2032","Tom Petty and the Heartbreakers","2008-07-25T15:00:00.000"
"6907","6323","86","9","2032","Feist","2008-07-25T14:00:00.000"
"6908","1167","249","6","2033","Fiddler on the Roof","2008-07-26T15:00:00.000"
"6909","1336","240","6","2033","Mamma Mia!","2008-07-26T15:00:00.000"
"6910","1743","253","6","2033","Blue Man Group","2008-07-26T14:30:00.000"
"6911","2740","224","7","2033","The Frogs","2008-07-26T14:00:00.000"
"6912","6666","45","9","2033","Calibash","2008-07-26T19:00:00.000"
"6913","7224","8","9","2033","Seether","2008-07-26T19:30:00.000"
"6914","8388","86","9","2033","Daughtry","2008-07-26T19:00:00.000"
"6915","2110","207","7","2033","The Country Girl","2008-07-26T19:00:00.000"
"6916","3870","12","9","2033","Keith Sweat","2008-07-26T19:00:00.000"
"6917","4661","87","9","2033","Great Big Sea","2008-07-26T14:30:00.000"
"6918","5801","64","9","2033","Ray Lamontagne","2008-07-26T19:00:00.000"
"6919","8048","71","9","2033","N.E.R.D.","2008-07-26T19:30:00.000"
"6920","8053","43","9","2033","Vans Warped Tour","2008-07-26T15:00:00.000"
"6921","8407","92","9","2033","Crosby Stills Nash","2008-07-26T15:00:00.000"
"6922","2750","218","7","2033","A Doll's House","2008-07-26T14:30:00.000"
"6923","4186","94","9","2033","Simple Plan","2008-07-26T20:00:00.000"
"6924","7927","11","9","2033","Chaka Khan","2008-07-26T19:30:00.000"
"6925","8712","82","9","2033","Marc Anthony","2008-07-26T19:00:00.000"
"6926","1732","258","6","2034","Blue Man Group","2008-07-27T19:00:00.000"
"6927","2098","238","7","2034","Romeo and Juliet","2008-07-27T15:00:00.000"
"6928","2853","242","7","2034","King Lear","2008-07-27T19:00:00.000"
"6929","4038","37","9","2034","Marc Anthony","2008-07-27T15:00:00.000"
"6930","5519","89","9","2034","Bob Dylan","2008-07-27T19:30:00.000"
"6931","6411","52","9","2034","Smokey Robinson","2008-07-27T19:00:00.000"
"6932","5512","97","9","2034","Sheryl Crow","2008-07-27T14:00:00.000"
"6933","5660","89","9","2034","Ben E. King","2008-07-27T14:00:00.000"
"6934","7402","30","9","2034","Danny Nova","2008-07-27T19:00:00.000"
"6935","403","306","8","2034","Doctor Atomic","2008-07-27T14:30:00.000"
"6936","2528","223","7","2034","The Tempest","2008-07-27T15:00:00.000"
"6937","3903","130","9","2034","Los Temerarios","2008-07-27T14:30:00.000"
"6938","4582","31","9","2034","Randy Owen","2008-07-27T19:00:00.000"
"6939","1382","244","6","2035","Fiddler on the Roof","2008-07-28T19:00:00.000"
"6940","5055","3","9","2035","Sweet Honey in the Rock","2008-07-28T15:00:00.000"
"6941","5282","75","9","2035","El Monstero y Los Masked Avengers","2008-07-28T15:00:00.000"
"6942","1401","212","6","2035","Grease","2008-07-28T15:00:00.000"
"6943","174","301","8","2035","Il Trovatore","2008-07-28T19:30:00.000"
"6944","5262","69","9","2035","John Fogerty","2008-07-28T19:30:00.000"
"6945","5274","129","9","2035","Keb Mo","2008-07-28T15:00:00.000"
"6946","6468","100","9","2035","Toad The Wet Sprocket","2008-07-28T19:00:00.000"
"6947","8237","66","9","2035","Gogol Bordello","2008-07-28T15:00:00.000"
"6948","1367","235","6","2036","Billy Elliot the Musical","2008-07-29T14:30:00.000"
"6949","2701","216","7","2036","Waiting for Godot","2008-07-29T19:30:00.000"
"6950","5009","55","9","2036","George Jones","2008-07-29T19:30:00.000"
"6951","6687","68","9","2036","Tokyo Police Club","2008-07-29T14:00:00.000"
"6952","7221","4","9","2036","Rock The Bayou","2008-07-29T14:00:00.000"
"6953","8403","44","9","2036","The Police","2008-07-29T19:00:00.000"
"6954","2744","217","7","2036","November","2008-07-29T20:00:00.000"
"6955","3410","201","7","2036","As You Like It","2008-07-29T14:30:00.000"
"6956","7050","79","9","2036","Weird Al Yankovic","2008-07-29T19:30:00.000"
"6957","7053","95","9","2036","Toad The Wet Sprocket","2008-07-29T19:30:00.000"
"6958","7662","31","9","2036","Jill Scott","2008-07-29T14:00:00.000"
"6959","23","305","8","2037","Rusalka","2008-07-30T20:00:00.000"
"6960","1016","218","6","2037","Kiss Me Kate","2008-07-30T19:00:00.000"
"6961","3842","124","9","2037","Regina Spektor","2008-07-30T15:00:00.000"
"6962","4327","102","9","2037","Smashing Pumpkins","2008-07-30T20:00:00.000"
"6963","4350","104","9","2037","Creedence Clearwater Revisited","2008-07-30T14:30:00.000"
"6964","4522","19","9","2037","Bullet for My Valentine","2008-07-30T14:30:00.000"
"6965","5498","76","9","2037","The Guess Who","2008-07-30T19:00:00.000"
"6966","8074","122","9","2037","Juan Luis Guerra","2008-07-30T14:00:00.000"
"6967","5052","109","9","2037","Temptations","2008-07-30T14:00:00.000"
"6968","7367","120","9","2037","Brian Jonestown Massacre","2008-07-30T15:00:00.000"
"6969","8505","32","9","2037","The Jesus and Mary Chain","2008-07-30T19:30:00.000"
"6970","8636","126","9","2037","Amos Lee","2008-07-30T19:00:00.000"
"6971","1626","253","6","2037","Mamma Mia!","2008-07-30T15:00:00.000"
"6972","4310","7","9","2037","David Sanborn","2008-07-30T14:00:00.000"
"6973","4466","61","9","2037","Led Zeppelin","2008-07-30T19:30:00.000"
"6974","5333","34","9","2037","Peter Frampton","2008-07-30T19:30:00.000"
"6975","15","307","8","2038","Die Walkure","2008-07-31T19:30:00.000"
"6976","489","300","8","2038","Rusalka","2008-07-31T19:30:00.000"
"6977","1676","250","6","2038","Blue Man Group","2008-07-31T19:30:00.000"
"6978","1914","210","7","2038","King Lear","2008-07-31T14:00:00.000"
"6979","7478","68","9","2038","Joe Satriani","2008-07-31T14:00:00.000"
"6980","4212","117","9","2038","Seal","2008-07-31T19:30:00.000"
"6981","4545","66","9","2038","George Michael","2008-07-31T20:00:00.000"
"6982","1365","227","6","2038","Shrek the Musical","2008-07-31T14:30:00.000"
"6983","7426","80","9","2038","K.D. Lang","2008-07-31T19:30:00.000"
"6984","1813","219","7","2039","The Homecoming","2008-08-01T19:00:00.000"
"6985","1871","212","7","2039","Oedipus the King","2008-08-01T20:00:00.000"
"6986","1956","208","7","2039","All My Sons","2008-08-01T14:30:00.000"
"6987","6013","30","9","2039","Black Kids","2008-08-01T14:00:00.000"
"6988","7124","1","9","2039","Toadies","2008-08-01T14:00:00.000"
"6989","7907","117","9","2039","Chicago","2008-08-01T14:00:00.000"
"6990","1912","249","7","2039","A Streetcar Named Desire","2008-08-01T14:00:00.000"
"6991","3922","17","9","2039","Crosby Stills Nash","2008-08-01T14:00:00.000"
"6992","5019","47","9","2039","Allman Brothers Band","2008-08-01T19:00:00.000"
"6993","5805","50","9","2039","Black Kids","2008-08-01T15:00:00.000"
"6994","6112","17","9","2039","Joan Baez","2008-08-01T19:00:00.000"
"6995","6795","12","9","2039","Kansas","2008-08-01T19:30:00.000"
"6996","7204","56","9","2039","Ted Nugent","2008-08-01T19:00:00.000"
"6997","335","308","8","2039","Il Trovatore","2008-08-01T20:00:00.000"
"6998","964","246","6","2039","South Pacific","2008-08-01T14:30:00.000"
"6999","6575","27","9","2039","Mike Gordon","2008-08-01T19:00:00.000"
"7000","3923","39","9","2040","Enrique Iglesias","2008-08-02T15:00:00.000"
"7001","909","220","6","2040","A Catered Affair","2008-08-02T19:00:00.000"
"7002","2496","212","7","2040","The Country Girl","2008-08-02T19:30:00.000"
"7003","3573","240","7","2040","The Cherry Orchard","2008-08-02T19:00:00.000"
"7004","4191","103","9","2040","Sara Bareilles","2008-08-02T15:00:00.000"
"7005","5629","70","9","2040","Lionel Richie","2008-08-02T19:30:00.000"
"7006","6394","85","9","2040","Keith Urban","2008-08-02T14:00:00.000"
"7007","7882","101","9","2040","El Monstero y Los Masked Avengers","2008-08-02T19:30:00.000"
"7008","2108","202","7","2040","The Country Girl","2008-08-02T15:00:00.000"
"7009","2297","214","7","2040","A Streetcar Named Desire","2008-08-02T14:00:00.000"
"7010","7515","13","9","2040","Fleet Foxes","2008-08-02T19:00:00.000"
"7011","7781","19","9","2040","Kenny Wayne Shepherd","2008-08-02T14:00:00.000"
"7012","4612","70","9","2041","Casting Crowns","2008-08-03T19:30:00.000"
"7013","5899","93","9","2041","The Raconteurs","2008-08-03T15:00:00.000"
"7014","6414","78","9","2041","Hot Chip","2008-08-03T19:00:00.000"
"7015","2218","202","7","2041","Waiting for Godot","2008-08-03T14:00:00.000"
"7016","2303","242","7","2041","A Bronx Tale","2008-08-03T14:30:00.000"
"7017","7734","129","9","2041","Bloc Party","2008-08-03T19:30:00.000"
"7018","8710","113","9","2041","Aretha Franklin","2008-08-03T19:30:00.000"
"7019","8752","85","9","2041","Live","2008-08-03T19:00:00.000"
"7020","564","230","6","2042","Oliver!","2008-08-04T14:00:00.000"
"7021","3856","118","9","2042","New Kids on the Block","2008-08-04T14:00:00.000"
"7022","4181","47","9","2042","Paramore","2008-08-04T15:00:00.000"
"7023","7364","71","9","2042","Scorpions","2008-08-04T14:00:00.000"
"7024","2133","232","7","2042","The Glass Menagerie","2008-08-04T19:00:00.000"
"7025","7953","12","9","2042","Etta James","2008-08-04T14:00:00.000"
"7026","3285","218","7","2042","To Be or Not To Be","2008-08-04T14:30:00.000"
"7027","4006","60","9","2042","Barenaked Ladies","2008-08-04T19:30:00.000"
"7028","6662","57","9","2042","Michael Bolton","2008-08-04T19:30:00.000"
"7029","3258","242","7","2043","Rosencrantz and Guildenstern Are Dead","2008-08-05T19:00:00.000"
"7030","4050","7","9","2043","Gretchen Wilson","2008-08-05T15:00:00.000"
"7031","5366","52","9","2043","Marc Anthony","2008-08-05T19:30:00.000"
"7032","8246","14","9","2043","Umphreys McGee","2008-08-05T19:00:00.000"
"7033","8633","96","9","2043","Spoon","2008-08-05T15:00:00.000"
"7034","6862","60","9","2043","DJ Shadow and Cut Chemist","2008-08-05T19:30:00.000"
"7035","8358","63","9","2043","Gretchen Wilson","2008-08-05T19:30:00.000"
"7036","825","215","6","2043","Flower Drum Song","2008-08-05T19:00:00.000"
"7037","5088","77","9","2043","Nick Cave","2008-08-05T19:00:00.000"
"7038","7353","32","9","2043","Loretta Lynn","2008-08-05T14:00:00.000"
"7039","8598","70","9","2043","Bow Wow","2008-08-05T15:00:00.000"
"7040","611","224","6","2044","The Phantom of the Opera","2008-08-06T14:30:00.000"
"7041","6128","8","9","2044","Monsters of Rock","2008-08-06T19:00:00.000"
"7042","8264","130","9","2044","Styx","2008-08-06T19:30:00.000"
"7043","4911","104","9","2044","Decemberists","2008-08-06T14:00:00.000"
