"index","salesid","listid","sellerid","buyerid","eventid","dateid","qtysold","pricepaid","commission","saletime"
"9483","106484","121851","42003","24374","6588","1879","1","156","23.4","2008-02-22T07:26:13.000"
"9484","123514","141395","2205","25471","2615","1879","2","592","88.8","2008-02-22T09:36:45.000"
"9485","106925","122368","47434","42877","2294","1879","4","1752","262.8","2008-02-22T09:06:43.000"
"9486","123717","141641","43609","248","567","1879","3","1341","201.15","2008-02-22T02:41:57.000"
"9487","107687","123249","9211","10109","6257","1879","1","265","39.75","2008-02-22T12:48:50.000"
"9488","123718","141641","43609","328","567","1879","4","1788","268.2","2008-02-22T02:42:37.000"
"9489","108838","124596","1623","21212","2814","1879","2","272","40.8","2008-02-22T06:45:01.000"
"9490","124594","142686","13942","11329","343","1879","4","640","96","2008-02-22T01:33:12.000"
"9491","109457","125355","47409","10670","4278","1879","2","190","28.5","2008-02-22T09:45:19.000"
"9492","126063","144347","40277","2417","1026","1879","2","68","10.2","2008-02-22T11:23:09.000"
"9493","113046","129520","671","42637","5302","1879","1","491","73.65","2008-02-22T10:19:50.000"
"9494","128429","147216","15211","9413","7422","1879","1","194","29.1","2008-02-22T04:02:54.000"
"9495","113498","130014","36478","7742","5078","1879","1","321","48.15","2008-02-22T10:37:30.000"
"9496","137019","158264","37180","4101","3033","1879","1","246","36.9","2008-02-22T12:48:04.000"
"9497","113887","130467","1651","12992","5022","1879","2","556","83.4","2008-02-22T06:58:10.000"
"9498","137421","158730","23863","1523","6247","1879","1","262","39.3","2008-02-22T08:26:53.000"
"9499","120518","137994","37191","21548","3181","1879","1","231","34.65","2008-02-22T11:58:23.000"
"9500","137581","158918","3709","547","5270","1879","1","443","66.45","2008-02-22T11:34:22.000"
"9501","123272","141117","47350","18875","2406","1879","2","728","109.2","2008-02-22T03:02:11.000"
"9502","138442","159933","36632","1523","7984","1879","1","47","7.05","2008-02-22T04:04:28.000"
"9503","123756","141691","37636","8446","5270","1879","4","972","145.8","2008-02-22T03:42:31.000"
"9504","141306","163406","20794","1507","5304","1879","2","904","135.6","2008-02-22T12:02:03.000"
"9505","123991","141976","46906","12111","3325","1879","1","319","47.85","2008-02-22T09:55:56.000"
"9506","141855","164084","7994","2310","5034","1879","2","424","63.6","2008-02-22T10:05:51.000"
"9507","126523","144941","32242","23898","2006","1879","2","444","66.6","2008-02-22T10:08:16.000"
"9508","148955","172543","14204","11527","1950","1879","4","568","85.2","2008-02-22T12:45:27.000"
"9509","128445","147238","39867","19425","3497","1879","1","94","14.1","2008-02-22T04:24:46.000"
"9510","150242","173903","10012","13531","686","1879","1","330","49.5","2008-02-22T02:30:44.000"
"9511","135953","157072","36810","5967","2519","1879","1","149","22.35","2008-02-22T05:25:10.000"
"9512","152900","176950","41572","10515","5402","1879","4","1668","250.2","2008-02-22T06:15:18.000"
"9513","139690","161435","42409","2681","7210","1879","1","499","74.85","2008-02-22T04:43:02.000"
"9514","154395","178746","22923","19278","6845","1879","4","1712","256.8","2008-02-22T10:00:58.000"
"9515","140351","162271","19326","11020","2641","1879","2","510","76.5","2008-02-22T05:41:35.000"
"9516","154423","178794","47458","16489","2071","1879","2","172","25.8","2008-02-22T10:30:10.000"
"9517","142636","165071","24403","13256","3393","1879","1","462","69.3","2008-02-22T01:12:26.000"
"9518","159609","211121","42877","5191","358","1879","1","393","58.95","2008-02-22T01:28:41.000"
"9519","143618","166240","20191","1258","1898","1879","4","1960","294","2008-02-22T07:30:11.000"
"9520","160902","213501","49390","5970","1898","1879","1","1281","192.15","2008-02-22T02:12:25.000"
"9521","145048","167919","16234","9868","3793","1879","1","200","30","2008-02-22T10:54:40.000"
"9522","161496","214663","23739","21753","1504","1879","2","1998","299.7","2008-02-22T01:43:35.000"
"9523","147737","171049","17230","27064","5118","1879","2","150","22.5","2008-02-22T12:54:24.000"
"9524","162937","217379","41747","5616","5139","1879","1","2437","365.55","2008-02-22T05:42:40.000"
"9525","148418","171905","49277","1718","5290","1879","2","140","21","2008-02-22T01:49:36.000"
"9526","163625","218649","32009","23970","3006","1879","2","3460","519","2008-02-22T06:26:17.000"
"9527","150596","174307","26065","43662","2698","1879","1","136","20.4","2008-02-22T08:59:43.000"
"9528","164106","219509","897","33416","3531","1879","1","698","104.7","2008-02-22T03:11:26.000"
"9529","155112","179551","12466","10924","1352","1879","1","383","57.45","2008-02-22T11:42:26.000"
"9530","164853","220914","22441","9996","5090","1879","2","1954","293.1","2008-02-22T05:32:02.000"
"9531","156108","180742","2618","9363","5286","1879","1","134","20.1","2008-02-22T06:32:34.000"
"9532","169647","230120","36760","38634","6169","1879","1","811","121.65","2008-02-22T03:13:31.000"
"9533","156708","181425","25040","31889","4761","1879","1","20","3","2008-02-22T05:39:29.000"
"9534","170682","232136","46516","37743","1930","1879","1","1495","224.25","2008-02-22T01:20:55.000"
"9535","157484","206462","25860","12110","5664","1879","1","1050","157.5","2008-02-22T08:04:56.000"
"9536","171504","233758","26018","34412","8282","1879","1","2321","348.15","2008-02-22T01:51:48.000"
"9537","159160","209814","15725","1942","1243","1879","2","1008","151.2","2008-02-22T03:57:51.000"
"9538","172156","234882","45856","18975","6341","1879","2","1526","228.9","2008-02-22T02:15:49.000"
"9539","160721","213182","23435","10500","7387","1879","1","441","66.15","2008-02-22T10:34:13.000"
"9540","172328","235266","25772","28946","4994","1879","1","403","60.45","2008-02-22T02:21:52.000"
"9541","165270","221696","41723","38761","6084","1879","2","4248","637.2","2008-02-22T12:58:57.000"
"9542","1512","1601","29659","1065","938","1879","3","147","22.05","2008-02-22T12:15:29.000"
"9543","169215","229333","9518","1093","5497","1879","4","6904","1035.6","2008-02-22T07:06:51.000"
"9544","3619","3909","37082","21961","1611","1879","4","572","85.8","2008-02-22T11:41:10.000"
"9545","170892","232534","6463","28916","1291","1879","1","385","57.75","2008-02-22T01:29:06.000"
"9546","5368","5792","3347","17172","165","1879","1","228","34.2","2008-02-22T05:47:50.000"
"9547","171054","232820","10121","42578","2202","1879","1","1314","197.1","2008-02-22T01:34:55.000"
"9548","5791","6291","21743","37453","2751","1879","1","122","18.3","2008-02-22T07:48:26.000"
"9549","12826","13828","12830","8057","1378","1879","2","334","50.1","2008-02-22T09:55:34.000"
"9550","13622","14754","28657","33451","3874","1879","1","224","33.6","2008-02-22T04:07:02.000"
"9551","14468","15641","7254","27908","3275","1879","2","186","27.9","2008-02-22T10:19:29.000"
"9552","15002","16248","17620","11945","8009","1879","4","176","26.4","2008-02-22T10:26:14.000"
"9553","15820","17097","22007","20101","6206","1879","2","172","25.8","2008-02-22T03:16:26.000"
"9554","26259","28672","18729","4573","5734","1879","4","408","61.2","2008-02-22T11:26:36.000"
"9555","26580","29009","16695","32596","7119","1879","2","40","6","2008-02-22T05:56:07.000"
"9556","30160","33077","32493","18528","6588","1879","1","89","13.35","2008-02-22T02:15:40.000"
"9557","35312","39189","47267","10629","2288","1879","4","928","139.2","2008-02-22T02:58:12.000"
"9558","35475","39377","19275","14744","960","1879","2","174","26.1","2008-02-22T06:06:31.000"
"9559","36278","40389","12707","11795","6249","1879","1","206","30.9","2008-02-22T10:22:40.000"
"9560","36363","40460","2752","29361","6052","1879","3","429","64.35","2008-02-22T12:12:08.000"
"9561","36431","40538","26302","19117","1216","1879","2","460","69","2008-02-22T01:25:56.000"
"9562","37750","42060","20244","5977","4187","1879","2","482","72.3","2008-02-22T02:54:26.000"
"9563","38831","43291","39366","24437","4706","1879","1","308","46.2","2008-02-22T12:43:19.000"
"9564","44821","50421","24358","21951","4683","1879","2","320","48","2008-02-22T05:23:54.000"
"9565","44922","50523","3938","9253","2091","1879","4","380","57","2008-02-22T07:25:58.000"
"9566","46633","52507","11418","8320","6536","1879","2","44","6.6","2008-02-22T04:49:40.000"
"9567","49945","56398","15688","17721","8425","1879","2","290","43.5","2008-02-22T08:59:32.000"
"9568","50089","56559","19531","1494","6405","1879","1","69","10.35","2008-02-22T11:35:51.000"
"9569","50536","57043","10198","21760","714","1879","2","46","6.9","2008-02-22T07:40:52.000"
"9570","50807","57331","32086","1041","5455","1879","2","170","25.5","2008-02-22T12:39:25.000"
"9571","50809","57331","32086","980","5455","1879","1","85","12.75","2008-02-22T12:41:06.000"
"9572","59495","67358","37340","17176","2837","1879","1","326","48.9","2008-02-22T02:34:59.000"
"9573","60520","68543","18633","24382","2615","1879","1","177","26.55","2008-02-22T03:14:58.000"
"9574","61577","69773","3172","1646","504","1879","2","582","87.3","2008-02-22T03:55:47.000"
"9575","61629","69850","299","14883","3822","1879","3","813","121.95","2008-02-22T03:57:38.000"
"9576","62368","70707","24140","13245","7668","1879","2","298","44.7","2008-02-22T04:25:55.000"
"9577","62813","71219","21402","8422","1251","1879","4","828","124.2","2008-02-22T04:43:05.000"
"9578","63758","72243","40222","6982","8282","1879","1","46","6.9","2008-02-22T05:16:54.000"
"9579","65244","73990","11146","1568","5144","1879","4","620","93","2008-02-22T06:13:16.000"
"9580","67933","77156","17234","9302","3431","1879","2","590","88.5","2008-02-22T07:55:42.000"
"9581","70469","80117","36233","35055","6141","1879","1","224","33.6","2008-02-22T09:28:21.000"
"9582","71527","81435","13050","9086","3192","1879","1","368","55.2","2008-02-22T10:07:06.000"
"9583","72497","82668","20904","2952","5022","1879","2","996","149.4","2008-02-22T10:43:22.000"
"9584","72976","83260","15148","2952","7673","1879","2","628","94.2","2008-02-22T11:01:16.000"
"9585","73642","84031","33568","12282","8260","1879","2","902","135.3","2008-02-22T11:26:07.000"
"9586","75567","86296","32779","22504","4089","1879","1","500","75","2008-02-22T12:38:53.000"
"9587","75999","86800","13173","5915","733","1879","2","450","67.5","2008-02-22T12:55:16.000"
"9588","77545","88536","17913","13019","5001","1879","1","478","71.7","2008-02-22T02:58:40.000"
"9589","81088","92499","17938","18011","4398","1879","2","888","133.2","2008-02-22T10:54:23.000"
"9590","81455","92887","44872","16609","3304","1879","1","323","48.45","2008-02-22T06:33:31.000"
"9591","83103","94709","18247","39660","4221","1879","4","340","51","2008-02-22T01:52:45.000"
"9592","87637","100089","39956","21402","8578","1879","1","323","48.45","2008-02-22T07:26:43.000"
"9593","87941","100432","44071","21479","6774","1879","1","491","73.65","2008-02-22T01:26:50.000"
"9594","88068","100590","45030","15271","1577","1879","2","734","110.1","2008-02-22T03:55:54.000"
"9595","90702","103540","7550","37332","3380","1879","2","904","135.6","2008-02-22T06:03:20.000"
"9596","91305","104214","32487","43090","3111","1879","2","864","129.6","2008-02-22T05:38:57.000"
"9597","91493","104407","30031","4233","6099","1879","4","1316","197.4","2008-02-22T09:11:29.000"
"9598","92200","105219","4448","25727","5997","1879","2","504","75.6","2008-02-22T10:04:17.000"
"9599","93284","106509","6191","4973","2535","1879","2","578","86.7","2008-02-22T07:02:41.000"
"9600","97426","111244","4949","25622","1292","1879","4","1284","192.6","2008-02-22T07:30:59.000"
"9601","111549","127761","26370","18805","1898","1879","4","1928","289.2","2008-02-22T01:11:33.000"
"9602","118636","135887","39853","16499","6548","1879","1","300","45","2008-02-22T09:08:36.000"
"9603","121168","138683","29510","12168","2761","1879","1","308","46.2","2008-02-22T07:51:08.000"
"9604","122713","140475","23858","11640","3138","1879","1","241","36.15","2008-02-22T01:49:14.000"
"9605","124971","143109","19845","32711","1863","1879","2","280","42","2008-02-22T10:32:42.000"
"9606","125301","143494","19378","3762","1636","1879","2","140","21","2008-02-22T06:06:14.000"
"9607","127135","145622","17263","8271","4458","1879","2","156","23.4","2008-02-22T11:13:32.000"
"9608","132922","153530","43584","16206","4743","1879","2","882","132.3","2008-02-22T08:51:14.000"
"9609","133397","154099","28474","27417","692","1879","4","1884","282.6","2008-02-22T05:55:10.000"
"9610","133398","154099","28474","27010","692","1879","2","942","141.3","2008-02-22T05:55:28.000"
"9611","133451","154171","40936","41311","3772","1879","4","1584","237.6","2008-02-22T06:46:15.000"
"9612","133998","154840","35792","21682","8395","1879","2","248","37.2","2008-02-22T04:57:18.000"
"9613","134172","155046","27082","284","2350","1879","2","224","33.6","2008-02-22T08:01:32.000"
"9614","135117","156132","25948","32772","1197","1879","1","223","33.45","2008-02-22T02:14:26.000"
"9615","135474","156511","9850","39119","6405","1879","1","101","15.15","2008-02-22T09:04:28.000"
"9616","136232","157346","9857","9363","1807","1879","1","169","25.35","2008-02-22T10:39:03.000"
"9617","141426","163564","36253","21908","4730","1879","1","171","25.65","2008-02-22T02:13:20.000"
"9618","147316","170594","44238","12270","3512","1879","2","930","139.5","2008-02-22T04:24:11.000"
"9619","149465","173061","47414","38096","3016","1879","2","458","68.7","2008-02-22T10:45:55.000"
"9620","149895","173504","20262","39009","6972","1879","1","69","10.35","2008-02-22T07:16:26.000"
"9621","150252","173911","21220","13823","2155","1879","1","270","40.5","2008-02-22T02:44:34.000"
"9622","150603","174320","11747","40944","7002","1879","2","330","49.5","2008-02-22T09:04:03.000"
"9623","151097","174890","31106","17295","650","1879","1","212","31.8","2008-02-22T06:50:18.000"
"9624","152031","175951","13355","19188","7704","1879","4","1416","212.4","2008-02-22T01:25:56.000"
"9625","155341","179803","36026","38269","4194","1879","4","120","18","2008-02-22T03:28:51.000"
"9626","155936","180539","24589","23941","2000","1879","1","197","29.55","2008-02-22T03:13:20.000"
"9627","157182","205864","18950","32641","1794","1879","1","1821","273.15","2008-02-22T02:23:20.000"
"9628","157815","207126","551","3742","7672","1879","2","2654","398.1","2008-02-22T02:05:00.000"
"9629","158651","208838","47798","39531","2323","1879","2","2480","372","2008-02-22T06:24:03.000"
"9630","158652","208838","47798","39915","2323","1879","1","1240","186","2008-02-22T06:24:09.000"
"9631","159298","210610","45510","18556","3408","1879","1","2109","316.35","2008-02-22T06:43:35.000"
"9632","162201","216029","3267","16853","8477","1879","1","951","142.65","2008-02-22T03:23:26.000"
"9633","162255","216142","28228","16719","3211","1879","1","535","80.25","2008-02-22T04:23:10.000"
"9634","162998","217504","9399","8077","4584","1879","2","4420","663","2008-02-22T07:05:18.000"
"9635","164222","219710","39357","19662","6965","1879","2","1354","203.1","2008-02-22T05:19:14.000"
"9636","164345","219928","28342","7358","7586","1879","1","2052","307.8","2008-02-22T07:56:42.000"
"9637","165607","222363","22215","41519","6405","1879","1","2159","323.85","2008-02-22T07:57:27.000"
"9638","167494","226036","23704","8803","68","1879","2","1028","154.2","2008-02-22T07:32:37.000"
"9639","167631","226276","23636","17994","4805","1879","2","3974","596.1","2008-02-22T10:08:38.000"
"9640","169924","230685","19259","1046","4621","1879","2","3170","475.5","2008-02-22T08:53:04.000"
"9641","170421","231620","5057","27807","2350","1879","1","1113","166.95","2008-02-22T01:11:01.000"
"9642","8773","9462","1435","13324","2819","1880","2","44","6.6","2008-02-23T05:47:18.000"
"9643","5402","5829","1623","9984","7617","1880","1","246","36.9","2008-02-23T06:56:58.000"
"9644","12385","13373","28769","19359","3508","1880","1","124","18.6","2008-02-23T11:40:44.000"
