"index","listid","sellerid","eventid","dateid","numtickets","priceperticket","totalprice","listtime"
"10329","12040","23882","2209","1854","6","236","1416","2008-01-28T01:33:00.000"
"10330","13220","32229","1175","1854","16","128","2048","2008-01-28T10:56:35.000"
"10331","14758","4508","5110","1854","24","36","864","2008-01-28T02:56:27.000"
"10332","17544","40083","8166","1854","26","39","1014","2008-01-28T05:01:57.000"
"10333","20175","32826","1119","1854","26","211","5486","2008-01-28T10:57:24.000"
"10334","23695","15694","8235","1854","9","60","540","2008-01-28T11:53:27.000"
"10335","24034","46804","2221","1854","14","224","3136","2008-01-28T06:46:11.000"
"10336","27364","44253","2037","1854","30","183","5490","2008-01-28T04:28:34.000"
"10337","33186","49498","7529","1854","22","287","6314","2008-01-28T05:26:33.000"
"10338","34348","19509","2343","1854","9","40","360","2008-01-28T10:12:56.000"
"10339","37214","31609","8471","1854","4","85","340","2008-01-28T11:40:10.000"
"10340","38445","19667","2921","1854","10","171","1710","2008-01-28T09:43:15.000"
"10341","39665","5585","2414","1854","24","209","5016","2008-01-28T03:44:38.000"
"10342","40326","22243","8306","1854","16","136","2176","2008-01-28T05:35:18.000"
"10343","41050","22486","4811","1854","18","313","5634","2008-01-28T04:27:01.000"
"10344","44793","38163","7815","1854","22","318","6996","2008-01-28T11:29:45.000"
"10345","46164","31368","7029","1854","9","105","945","2008-01-28T03:32:02.000"
"10346","50213","12096","851","1854","3","350","1050","2008-01-28T04:42:51.000"
"10347","50452","45444","3659","1854","14","102","1428","2008-01-28T10:07:44.000"
"10348","51063","13865","3960","1854","18","235","4230","2008-01-28T08:06:22.000"
"10349","53988","35589","3321","1854","8","82","656","2008-01-28T12:08:59.000"
"10350","54479","11289","6719","1854","1","75","75","2008-01-28T10:19:16.000"
"10351","59513","17432","6230","1854","10","226","2260","2008-01-28T02:34:11.000"
"10352","60613","13420","636","1854","18","451","8118","2008-01-28T07:25:11.000"
"10353","71347","4230","3754","1854","6","239","1434","2008-01-28T05:27:34.000"
"10354","71439","25744","3698","1854","16","376","6016","2008-01-28T02:15:31.000"
"10355","76545","27965","5796","1854","18","262","4716","2008-01-28T01:23:44.000"
"10356","80659","42699","1534","1854","18","70","1260","2008-01-28T01:32:42.000"
"10357","81527","6867","3497","1854","10","477","4770","2008-01-28T04:19:31.000"
"10358","84628","12555","7337","1854","5","410","2050","2008-01-28T04:21:05.000"
"10359","85079","2081","3765","1854","5","80","400","2008-01-28T10:27:59.000"
"10360","88134","41268","5193","1854","16","396","6336","2008-01-28T07:11:39.000"
"10361","92963","41951","8390","1854","20","226","4520","2008-01-28T07:11:41.000"
"10362","95060","42890","8329","1854","18","54","972","2008-01-28T06:13:19.000"
"10363","95238","23560","8238","1854","6","367","2202","2008-01-28T05:49:59.000"
"10364","99860","4094","3031","1854","24","452","10848","2008-01-28T03:22:32.000"
"10365","100089","39956","8578","1854","1","323","323","2008-01-28T05:49:42.000"
"10366","100432","44071","6774","1854","24","491","11784","2008-01-28T01:30:30.000"
"10367","103335","32807","6387","1854","14","496","6944","2008-01-28T09:15:18.000"
"10368","104283","48264","8580","1854","5","187","935","2008-01-28T04:00:22.000"
"10369","105614","41970","3886","1854","9","208","1872","2008-01-28T04:15:25.000"
"10370","105819","43417","4118","1854","8","244","1952","2008-01-28T08:20:10.000"
"10371","109790","13904","7230","1854","7","251","1757","2008-01-28T06:24:48.000"
"10372","109906","44183","3965","1854","22","151","3322","2008-01-28T03:30:52.000"
"10373","110116","49306","130","1854","2","279","558","2008-01-28T03:59:51.000"
"10374","112344","1366","3930","1854","12","374","4488","2008-01-28T07:52:02.000"
"10375","114281","9804","468","1854","4","268","1072","2008-01-28T09:50:39.000"
"10376","114524","13373","2871","1854","18","73","1314","2008-01-28T12:33:58.000"
"10377","117295","34114","5580","1854","10","292","2920","2008-01-28T02:27:03.000"
"10378","118719","44439","7420","1854","5","151","755","2008-01-28T03:45:55.000"
"10379","120657","21808","2094","1854","6","93","558","2008-01-28T01:54:06.000"
"10380","121836","44210","3667","1854","18","115","2070","2008-01-28T08:22:02.000"
"10381","123516","18389","7671","1854","1","426","426","2008-01-28T04:02:45.000"
"10382","124170","15338","4159","1854","16","183","2928","2008-01-28T06:50:01.000"
"10383","124393","38984","8548","1854","8","363","2904","2008-01-28T05:02:56.000"
"10384","126682","3237","6653","1854","16","46","736","2008-01-28T10:08:51.000"
"10385","128594","8821","1466","1854","3","49","147","2008-01-28T11:42:44.000"
"10386","128631","36760","3622","1854","10","296","2960","2008-01-28T02:52:24.000"
"10387","130220","5667","7373","1854","22","242","5324","2008-01-28T12:24:41.000"
"10388","130678","21944","4732","1854","18","433","7794","2008-01-28T03:11:53.000"
"10389","136825","32281","8458","1854","10","466","4660","2008-01-28T08:42:21.000"
"10390","137808","10040","1724","1854","3","197","591","2008-01-28T07:11:59.000"
"10391","138168","49318","4160","1854","2","328","656","2008-01-28T09:19:10.000"
"10392","140383","43157","6594","1854","2","187","374","2008-01-28T10:18:05.000"
"10393","141232","26831","2262","1854","5","108","540","2008-01-28T07:02:43.000"
"10394","142512","15967","4734","1854","18","437","7866","2008-01-28T01:42:11.000"
"10395","142945","20480","1278","1854","20","157","3140","2008-01-28T07:55:31.000"
"10396","144169","17739","5687","1854","12","286","3432","2008-01-28T01:21:06.000"
"10397","146454","33106","7588","1854","5","391","1955","2008-01-28T07:33:38.000"
"10398","146860","10669","2380","1854","14","435","6090","2008-01-28T06:11:06.000"
"10399","148037","25892","4567","1854","18","56","1008","2008-01-28T05:06:20.000"
"10400","159166","23137","7903","1854","16","406","6496","2008-01-28T03:19:40.000"
"10401","168754","26580","8518","1854","20","94","1880","2008-01-28T09:24:23.000"
"10402","169396","39273","5286","1854","3","244","732","2008-01-28T06:46:19.000"
"10403","172546","43535","5872","1854","4","462","1848","2008-01-28T03:09:02.000"
"10404","175780","17985","2045","1854","14","276","3864","2008-01-28T06:15:03.000"
"10405","178678","24469","917","1854","9","69","621","2008-01-28T10:52:42.000"
"10406","179447","28394","3887","1854","3","380","1140","2008-01-28T05:15:44.000"
"10407","206371","36548","4437","1854","8","1043","8344","2008-01-28T01:34:06.000"
"10408","208249","42288","2157","1854","2","608","1216","2008-01-28T08:25:09.000"
"10409","214947","39208","6093","1854","6","2166","12996","2008-01-28T04:40:42.000"
"10410","215306","4257","5408","1854","8","1069","8552","2008-01-28T07:36:17.000"
"10411","216695","39009","789","1854","3","588","1764","2008-01-28T03:31:38.000"
"10412","217862","28203","5676","1854","4","1674","6696","2008-01-28T12:38:23.000"
"10413","223035","12040","351","1854","1","639","639","2008-01-28T08:10:44.000"
"10414","223522","25073","3580","1854","3","1331","3993","2008-01-28T06:14:52.000"
"10415","226565","33491","1752","1854","3","1128","3384","2008-01-28T03:37:27.000"
"10416","227864","15854","8664","1854","4","1458","5832","2008-01-28T07:41:50.000"
"10417","230285","46377","7373","1854","1","649","649","2008-01-28T03:24:26.000"
"10418","230393","47609","4233","1854","8","1538","12304","2008-01-28T02:07:11.000"
"10419","7466","46907","5465","1855","22","54","1188","2008-01-29T01:41:09.000"
"10420","4920","14670","5812","1855","12","29","348","2008-01-29T08:13:07.000"
"10421","8064","40216","4743","1855","22","242","5324","2008-01-29T06:37:43.000"
"10422","6373","2835","5574","1855","9","57","513","2008-01-29T09:13:57.000"
"10423","9528","3488","2846","1855","7","34","238","2008-01-29T08:12:19.000"
"10424","7309","34944","3283","1855","14","224","3136","2008-01-29T06:38:42.000"
"10425","9536","20014","5106","1855","7","146","1022","2008-01-29T07:40:46.000"
"10426","9983","34378","5796","1855","18","38","684","2008-01-29T11:22:00.000"
"10427","11718","42900","3710","1855","7","27","189","2008-01-29T11:53:40.000"
"10428","11995","36074","8479","1855","2","229","458","2008-01-29T04:23:38.000"
"10429","12054","12328","7062","1855","14","81","1134","2008-01-29T04:04:59.000"
"10430","13701","22301","7476","1855","8","159","1272","2008-01-29T04:33:37.000"
"10431","13655","48662","4398","1855","4","146","584","2008-01-29T09:07:27.000"
"10432","14596","17251","7692","1855","10","121","1210","2008-01-29T05:32:38.000"
"10433","17079","16987","4804","1855","26","242","6292","2008-01-29T07:00:09.000"
"10434","14792","21261","247","1855","4","187","748","2008-01-29T10:45:53.000"
"10435","18554","40524","5586","1855","1","208","208","2008-01-29T04:11:41.000"
"10436","17097","22007","6206","1855","24","86","2064","2008-01-29T09:18:03.000"
"10437","19769","34516","3275","1855","2","104","208","2008-01-29T02:47:33.000"
"10438","17864","35393","4982","1855","14","232","3248","2008-01-29T04:19:31.000"
"10439","24379","10195","7795","1855","26","237","6162","2008-01-29T09:35:59.000"
"10440","19809","33197","4278","1855","12","173","2076","2008-01-29T01:55:39.000"
"10441","24661","43629","7096","1855","26","123","3198","2008-01-29T06:29:31.000"
"10442","19952","45483","3785","1855","6","124","744","2008-01-29T06:40:48.000"
"10443","25335","42397","2726","1855","4","133","532","2008-01-29T07:14:34.000"
"10444","22262","18123","130","1855","1","32","32","2008-01-29T03:58:45.000"
"10445","26041","12441","8501","1855","26","144","3744","2008-01-29T12:51:17.000"
"10446","23477","41467","8785","1855","7","169","1183","2008-01-29T11:40:59.000"
"10447","26626","44705","1049","1855","5","211","1055","2008-01-29T03:09:11.000"
"10448","24853","48495","5979","1855","14","184","2576","2008-01-29T10:08:16.000"
"10449","26861","9033","3772","1855","14","101","1414","2008-01-29T11:05:58.000"
"10450","25450","30503","5957","1855","18","119","2142","2008-01-29T12:05:22.000"
"10451","28996","46946","6364","1855","26","145","3770","2008-01-29T02:53:28.000"
"10452","25986","36644","5901","1855","2","69","138","2008-01-29T10:49:56.000"
"10453","33303","8721","4706","1855","2","166","332","2008-01-29T12:23:16.000"
"10454","28676","19496","5985","1855","8","204","1632","2008-01-29T11:51:01.000"
"10455","35585","785","3599","1855","16","172","2752","2008-01-29T08:28:58.000"
"10456","31007","6237","576","1855","8","347","2776","2008-01-29T07:54:52.000"
"10457","38941","7894","3370","1855","22","324","7128","2008-01-29T10:10:20.000"
"10458","34354","30616","3497","1855","14","305","4270","2008-01-29T01:41:56.000"
"10459","40225","5493","3463","1855","16","154","2464","2008-01-29T05:10:28.000"
"10460","34620","48685","7513","1855","1","23","23","2008-01-29T08:04:41.000"
"10461","46317","1959","5687","1855","22","209","4598","2008-01-29T12:46:26.000"
"10462","36718","23793","460","1855","4","81","324","2008-01-29T01:00:13.000"
"10463","48144","10198","5854","1855","20","341","6820","2008-01-29T03:10:58.000"
"10464","37605","18550","151","1855","12","284","3408","2008-01-29T03:13:14.000"
"10465","48297","13515","7703","1855","5","90","450","2008-01-29T06:48:50.000"
"10466","39603","32370","3502","1855","9","267","2403","2008-01-29T10:22:26.000"
"10467","50519","27817","930","1855","5","257","1285","2008-01-29T07:58:17.000"
"10468","40167","30287","6344","1855","22","138","3036","2008-01-29T07:06:40.000"
"10469","54122","34221","5543","1855","18","116","2088","2008-01-29T06:14:16.000"
"10470","41667","22992","4345","1855","24","43","1032","2008-01-29T09:30:04.000"
"10471","54272","41580","7476","1855","12","122","1464","2008-01-29T11:17:54.000"
"10472","48696","44581","3620","1855","9","147","1323","2008-01-29T01:02:30.000"
"10473","56116","26359","327","1855","8","24","192","2008-01-29T05:35:58.000"
"10474","50276","31248","6900","1855","24","334","8016","2008-01-29T12:39:51.000"
"10475","56997","32760","7784","1855","4","56","224","2008-01-29T12:27:54.000"
"10476","52145","28108","6845","1855","12","232","2784","2008-01-29T01:51:48.000"
"10477","57142","7793","1839","1855","22","32","704","2008-01-29T09:00:21.000"
"10478","52664","30037","2647","1855","18","232","4176","2008-01-29T12:23:12.000"
"10479","58606","44098","2029","1855","14","432","6048","2008-01-29T10:20:42.000"
"10480","54635","13163","4805","1855","10","246","2460","2008-01-29T11:25:53.000"
"10481","61801","21932","6734","1855","3","129","387","2008-01-29T05:14:25.000"
"10482","55520","43798","695","1855","24","57","1368","2008-01-29T08:09:09.000"
"10483","62896","24617","4735","1855","18","232","4176","2008-01-29T08:35:00.000"
"10484","56062","33492","3974","1855","7","135","945","2008-01-29T08:44:37.000"
"10485","64062","23106","8479","1855","2","292","584","2008-01-29T05:49:12.000"
"10486","56168","46972","7230","1855","5","64","320","2008-01-29T01:29:27.000"
"10487","65454","5911","6752","1855","8","453","3624","2008-01-29T01:31:42.000"
"10488","56768","49275","237","1855","24","227","5448","2008-01-29T07:43:07.000"
"10489","65562","27598","1175","1855","8","93","744","2008-01-29T05:27:39.000"
"10490","56959","34677","3534","1855","4","252","1008","2008-01-29T04:02:12.000"
"10491","74248","19490","2432","1855","20","77","1540","2008-01-29T10:09:34.000"
"10492","61782","35887","3542","1855","10","444","4440","2008-01-29T11:19:20.000"
"10493","75490","44128","6965","1855","22","316","6952","2008-01-29T04:31:56.000"
"10494","64383","4521","2094","1855","20","238","4760","2008-01-29T01:58:26.000"
"10495","77247","37361","4341","1855","5","315","1575","2008-01-29T08:42:33.000"
"10496","65108","33208","1086","1855","4","433","1732","2008-01-29T08:26:36.000"
"10497","78789","26107","8578","1855","8","362","2896","2008-01-29T02:44:50.000"
"10498","65729","4542","5437","1855","2","92","184","2008-01-29T02:34:44.000"
"10499","78889","10861","4831","1855","14","319","4466","2008-01-29T03:52:23.000"
"10500","65881","49781","5985","1855","1","296","296","2008-01-29T12:51:06.000"
"10501","79028","36470","6132","1855","22","239","5258","2008-01-29T10:22:34.000"
"10502","66792","15688","7784","1855","20","271","5420","2008-01-29T08:21:08.000"
"10503","81096","3588","4607","1855","5","341","1705","2008-01-29T01:34:29.000"
"10504","67282","9384","4422","1855","6","433","2598","2008-01-29T09:18:31.000"
"10505","81750","17211","8612","1855","14","352","4928","2008-01-29T03:26:58.000"
"10506","70023","36196","604","1855","4","484","1936","2008-01-29T10:37:05.000"
"10507","81967","1691","4113","1855","24","298","7152","2008-01-29T09:54:26.000"
"10508","74996","31404","4525","1855","10","160","1600","2008-01-29T06:23:46.000"
"10509","90507","47038","4194","1855","1","23","23","2008-01-29T11:52:47.000"
"10510","76659","22034","623","1855","3","208","624","2008-01-29T12:51:39.000"
"10511","93230","8279","8643","1855","12","444","5328","2008-01-29T09:19:34.000"
"10512","76746","42390","3785","1855","18","128","2304","2008-01-29T03:28:07.000"
"10513","95997","24249","4627","1855","12","495","5940","2008-01-29T04:36:04.000"
"10514","85996","18344","8233","1855","2","97","194","2008-01-29T01:18:44.000"
"10515","97193","21874","2171","1855","18","118","2124","2008-01-29T05:04:32.000"
"10516","86675","36779","3370","1855","6","73","438","2008-01-29T08:39:31.000"
"10517","101029","32085","5414","1855","9","376","3384","2008-01-29T11:43:29.000"
"10518","86785","38376","363","1855","14","47","658","2008-01-29T12:59:56.000"
"10519","104086","17133","3599","1855","12","132","1584","2008-01-29T02:30:37.000"
"10520","87939","22254","6625","1855","24","497","11928","2008-01-29T06:30:36.000"
"10521","105050","26474","2156","1855","1","319","319","2008-01-29T01:43:44.000"
"10522","89000","25524","5190","1855","8","333","2664","2008-01-29T02:31:12.000"
"10523","108520","49232","2662","1855","9","283","2547","2008-01-29T02:51:50.000"
